"title","wikibase_item","Studio"
"惡鄰布局","Q56686172","studio = Daydream Entertainment "
"蓝风筝","Q1012825","studio = [[北京电影制片厂]] "
"靈異入侵","Q935945","studio = [[聯美]] "
"冰原歷險記4：板塊漂移","Q35951","studio = [[藍天工作室]] "
"星際大戰：瑕疵小隊","Q97365172","studio = | genre = 電視劇原聲帶 "
"哪吒闹海","Q711254","studio = [[上海美术电影制片厂]] "
"八星報喜","Q4167771","studio = [[新藝城影業有限公司]] "
"錢不夠用2","Q6899181","studio = Neo Studios、新传媒星霖电影公司、东方天蝎影视私人有限公司 "
"恐龍 (電影)","Q476329","studio = [[华特迪士尼影片]]<br />[[华特迪士尼动画工作室]]<br />{{link-en"
"飆風雷哥","Q275432","studio = [[尼克國際兒童頻道"
"音速小子2 (電影)","Q105970894","studio = {{Plain list"
"厉害了，我的国","Q50395003","studio = [[中国中央电视台]]<br/>[[中国电影股份有限公司]] "
"东方快车谋杀案 (1974年电影)","Q3241699","studio = G.W. Films Limited "
"誘心人","Q212098","studio = [[哥倫比亞電影公司]] "
"蠟筆小新：我的超時空新娘","Q427210","studio = <small>[[SHIN-EI动画]]<br>[[ADK]]<br>[[朝日電視台]]<br>[[雙葉社]]</small> "
"熊蓋毒","Q105840301","studio = {{Plain list"
"天堂的孩子 (電影)","Q339804","studio = 儿童与青少年的智力发展研究所 "
"歲月風雲之上海皇帝","Q30944921","studio = 嘉峰電影有限公司 <small>'''出品'''</small><br>[[麥當雄製作有限公司]] <small>'''攝製'''</small> "
"最後的蘇格蘭王","Q176826","studio = [[DNA Films]]<br />[[Film 4]] "
"世界第一⿺麥方","Q15904854","studio = 雨龍三景影視製作有限公司 "
"奪命鴛殃","Q55393679","studio = {{Plainlist"
"華麗孽緣","Q470073","studio = [[BBC Films]]<br />[[Relativity Media]] "
"罗宫秘史","Q1193773","studio = Selznick International Pictures "
"星际迷航：暗黑无界","Q171711","studio = [[坏机器人制片公司]]<br />[[K/O纸制品制片公司]]<br /> [[天空舞制片公司]] "
"藩籬 (電影)","Q25136220","studio = {{Plainlist"
"叢林奇航 (電影)","Q24285605","studio = {{Plain list"
"棋王 (1991年電影)","Q11116305","studio = 金公主娛樂有限公司<br>[[電影工作室有限公司]] "
"惊天危机","Q2350772","studio = [[Centropolis Entertainment]]<br />Mythology Entertainment "
"醉拳 (電影)","Q838514","studio = [[思遠影業公司]] <small>'''出品'''</small> "
"疯狂原始人","Q495850","studio = [[夢工場動畫]] "
"太陽帝國 (電影)","Q271281","studio = [[安培林娱乐]] "
"鐵金剛勇破神秘島","Q102754","studio = {{Link-en"
"里約大冒險","Q223359","studio = {{flagicon"
"坐困愁屋","Q114450800","studio = {{plainlist"
"開麥拉驚魂","Q380981","studio = {{Plain list "
"德州電鋸殺人狂3D","Q1832350","studio = {{le"
"錦衣衛 (2010年電影)","Q3084243","studio = 上海電影集團公司上海電影製片廠<br/>天翔製作有限公司<br/>新傳媒星霖公司<br/>北京新影聯影業有限公司<br/>北京盛世華銳電影<br/>西部電影集團西影股份有限公司<br/>大盛國際傳媒(北京)有限公司<br/>鼎龍天姬電影投資有限公司<br/>深圳廣電集團深廣傳媒有限公司<br/>北京風華年代文化傳播有限公司<br/>星匯國際傳媒<br/>北京中廣梅迪國際傳媒廣告有限公司 "
"超級8","Q379877","studio = Bad Robot Productions<br />Amblin Entertainment "
"深水 (2022年電影)","Q73537513","studio = {{Plainlist"
"十萬火急 (香港電影)","Q3238400","studio = [[大都會電影製作有限公司]] "
"特警判官","Q645597","studio = [[荷里活影片]]<br />{{link-en"
"沉默騙局","Q113685772","studio = {{Plainlist"
"龍在江湖 (1986年電影)","Q4368353","studio = [[德寶電影公司]] "
"婚前試愛","Q10943955","studio = [[美亚电影制作有限公司]]<br>[[香港影王朝有限公司]] "
"無名弒","Q83965418","studio = {{Plainlist"
"追忆迷局","Q81207836","studio = {{Plainlist"
"重磅腥聞","Q58814589","studio = {{Plainlist"
"刀锋战士 (电影)","Q3429263","studio = Amen Ra Films<br />Imaginary Forces "
"驚爆焦點","Q18154496","studio = Anonymous Content<br>Participant Media<br>Rocklin/Faust "
"雙城故事","Q22098899","studio = [[艺能影业]] "
"洛基4：天下無敵","Q387638","studio = [[聯美]]<br />[[米高梅]]<br>查托夫-温克勒制片公司 "
"追殺比爾2：愛的大逃殺","Q928019","studio = {{link-en"
"网络谜踪","Q48674419","studio = {{link-en"
"尖叫旅社2","Q15270775","studio = [[索尼動畫]] "
"怪物奇兵 全新世代","Q56850065","studio = {{Plain list"
"反叛之月 第1部：火之女","Q111629600","studio = {{Plain list"
"紫羅蘭永恆花園外傳：永遠與自動手記人偶","Q73896191","studio = [[京都動畫]] "
"贝尔法斯特 (电影)","Q100736066","studio = {{Plainlist"
"拉辛正傳","Q73093255","studio = {{Plainlist"
"守护者联盟","Q136625","studio = [[夢工廠動畫公司]] "
"穿越大吉嶺","Q658944","studio = Steven M. Rales "
"北京55日","Q244115","studio = Samuel Bronston Productions "
"夢想情景","Q115804772","studio = {{Plainlist"
"小飛象 (2019年電影)","Q24284798","studio = [[華特迪士尼影業]] "
"翠絲 (電影)","Q55636090","studio = [[天下一電影]] "
"超時空甩尾","Q1207954","studio = [[MADHOUSE]] "
"黃金兄弟","Q55694251","studio = 北京耀莱影視文化傳媒有限公司<br/>影藝人娛樂制作有限公司<br/>北京耀旸信盈投资有限公司<br/>宽魚國際股份有限公司 "
"凱薩琳大帝 (2020年電視劇)","Q61782859","studio = | genre = 電視劇原聲帶 "
"龍族戰神","Q250912","studio = [[次元影業]] "
"四眼天鸡","Q270940","studio = {{plainlist"
"怪物少女妮莫娜","Q111165179","studio = {{Plainlist"
"蠟筆小新：新婚旅行風暴～奪回廣志大作戰～","Q58082579","studio = [[新銳動画]]<br />[[朝日電視]]<br />[[旭通廣告]]<br />[[雙葉社]] "
"表情符號電影","Q23999306","studio = [[索尼動畫]] "
"玫瑰人生 (電影)","Q236217","studio = Légende Films "
"魔髮精靈","Q7845294","studio = [[梦工厂动画公司"
"逆戰 (電影)","Q931239","studio = {{flagicon"
"太极1从零开始","Q7675741","studio = {{flagicon"
"无人区 (电影)","Q11085495","studio = [[中国电影股份有限公司]]<br />[[北京橙天嘉禾影视制作有限公司]]<br />北京国立常升影视文化传播有限公司<br />印纪影视娱乐传媒有限公司<br />[[北京小马奔腾影业有限公司]]<br />英皇（北京）影视文化传媒有限公司 "
"52 Hz I Love You","Q24834419","studio = {{Plainlist"
"空中监狱","Q607910","studio = [[試金石影業]]<br />[[傑瑞·布洛克海默"
"丁丁历险记 (电影)","Q980041","studio = The Kennedy/Marshall Company<br />WingNut Films<br />[[安培林娱乐公司]]<br />[[梦工厂]] "
"賊王 (電影)","Q85884426","studio = [[聯登投資有限公司]]<br> [[萬能影業有限公司]] "
"星際救援","Q38774788","studio = {{plainlist"
"吸血鬼猎人林肯 (电影)","Q587707","studio = [[Bazelevs Company]]<br>[[Tim Burton"
"蠟筆小新：電擊！豬蹄大作戰","Q1134761","studio = [[SHIN-EI动画]]<br>[[ASATSU]]<br>[[朝日電視台]] "
"迈克尔·杰克逊：就是这样","Q44447","studio = [[AEG Live]]<ref name=""company"">{{cite web "
"星之彩 (電影)","Q64576691","studio = {{plainlist"
"大鏢客","Q20475","studio = | distributor = [[東宝]] "
"德米特號：噬血航程","Q107394970","studio = {{Plain list"
"功夫熊貓4","Q114707487","studio = [[夢工廠動畫]] "
"完美狙擊","Q1164740","studio = {{plainlist"
"絕地7騎士","Q19983487","studio = {{plainlist"
"迫在眉梢","Q1141457","studio = [[Evolution Entertainment]] "
"灰姑娘 (2021年電影)","Q83973483","studio = {{plainlist"
"囚徒","Q3404003","studio = 愛爾康影視集團 "
"黑塔 (電影)","Q21647114","studio = {{plainlist"
"铁血战士2","Q720357","studio = {{link-en"
"洛基恐怖秀","Q751921","studio = {{link-en"
"蝴蝶梦 (电影)","Q204212","studio = [[Selznick International Pictures]] "
"街頭痞子","Q196665","studio = [[Imagine Entertainment]] "
"佐罗的面具","Q309621","studio = {{link-en"
"机械战警 (2014年电影)","Q864518","studio = [[史塔克娛樂公司]]<!-- Any information about distribution (or financing) deals will not be permitted without a proper source. --> "
"追魂交易 (電影)","Q224647","studio = [[Regency Enterprises]] "
"魔幻迷宮","Q278053","studio = [[The Jim Henson Company"
"極地詭變","Q909749","studio = {{plainlist"
"阿達一族 (1991年電影)","Q1210947","studio = {{Plain list"
"Juno少女孕記","Q79503","studio = {{lang"
"托斯卡纳艳阳下","Q41315","studio = Touchstone Pictures "
"自梳 (電影)","Q4396069","studio = 嘉禾娛樂事業有限公司<br>電影人製作有限公司 "
"印式英语","Q3054309","studio = Hope Productions "
"蠟筆小新：雲黑齋的野心","Q1048870","studio = [[SHIN-EI动画]]<br>[[ASATSU]]<br>[[朝日電視台]] "
"佛地魔：傳人的起源","Q30093942","studio = Tryangle Films "
"極盜戰","Q28860130","studio = {{Plainlist"
"奪天書","Q274529","studio = {{link-en"
"谋杀绿脚趾","Q337078","studio = [[Working Title Films]]<br />比特河制片公司（{{lang"
"極地 (電影)","Q51955042","studio = {{plainlist"
"三色之蓝","Q932814","studio = | genre = [[原聲音樂"
"壞蛋聯盟","Q97288428","studio = [[夢工廠動畫公司]] "
"亞種3：嗜血","Q3641069","studio = {{Plainlist"
"比海更深","Q21857474","studio = [[富士电视台]]<br />[[万代影视]]<br />{{link-jp"
"我的父亲母亲","Q1464924","studio = {{flagicon"
"雛菊 (電影)","Q623801","studio = （韩国）iFilm Co., Ltd.<br />（香港）基本映畫有限公司 "
"破綻","Q180405","studio = {{plainlist"
"怪物 (2015年電影)","Q16637004","studio = {{link-en"
"我的特工爷爷","Q18109989","studio = {{flagicon"
"爸爸的好儿子","Q32535","studio = [[快乐麦迪逊"
"卓別靈傳","Q556967","studio = {{link-en"
"第一滴血2","Q319783","studio = {{link-en"
"關雲長 (電影)","Q1314107","studio = {{flagicon"
"战马 (电影)","Q218589","studio = [[梦工厂]]<br />Reliance Entertainment<br />Amblin Entertainment<br />The Kennedy/Marshall Company "
"鬼靈精 (2018年電影)","Q15632949","studio = {{Plain list"
"初吻 (1980年电影)","Q177203","studio = [[高蒙電影公司]] "
"法外情","Q7771764","studio = 思遠影業公司 "
"無穹迴役","Q64067920","studio = {{Plainlist"
"蒙古王","Q733059","studio = {{Plainlist"
"十二公民","Q19961236","studio = {{flagicon"
"郵報：密戰","Q30203425","studio = {{Plainlist"
"紐約愛音鱷","Q108559256","studio = {{Plain list"
"鎗王之王","Q2152960","studio = [[銀都機構有限公司]]<br />[[英皇影業有限公司]]<br />[[博納影視娛樂有限公司]] "
"过关斩将","Q1058512","studio = {{link-en"
"蓋世奇才","Q273568","studio = {{ubl"
"弒婚遊戲","Q58815115","studio = {{Plainlist"
"人間狗鎮","Q327681","studio = [[Canal+]]<br />[[France 3 Cinéma]] "
"鬼娃新娘","Q1089303","studio = David Kirschner Productions "
"大独裁者","Q109116","studio = | distributor = [[聯美影業]] "
"金牌拳手3","Q110664384","studio = {{Plain list"
"蠟筆小新：爆睡！夢世界大作戰","Q21283519","studio = [[SHIN-EI動畫]]<br/>[[朝日電視台]]<br/>[[旭通廣告"
"黑色決殺令","Q2905363","studio = {{lang"
"追随","Q685817","studio = 后浪影业（{{lang"
"星際異攻隊 聖誕特別篇","Q106729096","studio = [[阿比路錄音室]] "
"再生人","Q110310574","studio = [[新藝城影業有限公司]] "
"I Can Speak","Q29949484","studio = Seasun Film Company、Myung Film（共同製作）、 Escrod（共同製作） "
"香港仔 (电影)","Q16057949","studio = [[太阳娱乐文化]]<br />[[正在电影]]<br />[[华谊兄弟]]<br />[[银都机构]] "
"蠟筆小新：激戰！塗鴉王國與差不多四勇者","Q67000951","studio = [[新銳動画]]<br />[[朝日電視]]<br />[[旭通廣告]]<br />[[雙葉社]] "
"飛奔去月球","Q83973481","studio = {{Plainlist"
"裸體午餐 (電影)","Q1755864","studio = [[Recorded Picture Company]] "
"極速秒殺2","Q18552037","studio = Chartoff-Winkler Productions<br />{{link-en"
"弊傢伙！史太林死咗","Q24905490","studio = {{Plainlist"
"吉星拱照","Q18124947","studio = [[新藝城]] "
"狂沙十萬里","Q168154","studio = | distributor = [[派拉蒙電影公司]] "
"報告班長2","Q10930648","studio = 蒙太奇有限公司 "
"迫降危機","Q108131599","studio = {{Plainlist"
"鐵娘子 (電影)","Q269810","studio = [[百代電影公司]]<br />[[Film 4]]<br />[[UK Film Council]]<br />[[Media Rights Capital]] "
"詐騙女神","Q43208792","studio = {{Plainlist"
"龍紋身的女孩 (2011年電影)","Q474093","studio = [[斯科特·魯丁"
"綠洲曳影","Q487216","studio = East Film "
"思悼","Q18180905","studio = Tiger Pictures（{{lang"
"遇見街貓BOB","Q21872268","studio = {{plainlist"
"兩根槍管","Q851095","studio = {{le"
"小生怕怕","Q10959727","studio = [[新藝城"
"金髮夢露","Q66823622","studio = [[B計劃娛樂]] "
"忍者龜：破影而出","Q19842746","studio = {{Plainlist"
"打不倒的勇者 (電影)","Q689842","studio = {{link-en"
"摩登時代","Q45602","studio = | distributor = [[聯美影業]] "
"橫山家之味","Q874074","studio = CineQuanon "
"魔鬼剋星 未來世","Q61883088","studio = {{Plainlist"
"刺客任務：殺手47","Q15715216","studio = Daybreak Films<br/>Giant Pictures<br/>{{link-en"
"战火浮生","Q302490","studio = {{link-en"
"漫漫回家路 (2016年電影)","Q23013699","studio = {{Plainlist"
"解憂雜貨店 (中國電影)","Q47010217","studio = 萬達影視傳媒有限公司<br>[[英皇電影]]<br>北京英皇影視文化傳媒有限公司 "
"徒手攀岩","Q58814632","studio = {{ubl"
"食破天驚","Q637169","studio = [[索尼動畫]] "
"末日光明","Q55632795","studio = | genre = 電視劇原聲帶 "
"瘋狂終結者","Q1137372","studio = {{tsl"
"時凶獵殺","Q53719","studio = Endgame Entertainment<br />[[FilmDistrict]] "
"蠟筆小新：Amigo！森巴入侵計畫","Q864528","studio = [[SHIN-EI动画]]<br>[[ASATSU]]<br>[[朝日電視台]] "
"Yes一族","Q61464011","studio = 嘉禾電影（香港）有限公司 "
"雙魂","Q67934032","studio = {{Plainlist"
"芙莉歐莎 (電影)","Q100361125","studio = {{le"
"以父之名","Q304074","studio = Hell's Kitchen Films "
"蠟筆小新：風起雲湧的叢林冒險","Q1043911","studio = [[SHIN-EI动画]]<br>[[ASATSU]]<br>[[朝日電視台]] "
"72小時前哨救援","Q63927168","studio = {{Plainlist"
"恐龙当家","Q7737199","studio = {{plainlist"
"小魔女 (电影)","Q280400","studio = [[三星影业]]<br>[[Jersey Group"
"北方人 (電影)","Q87126244","studio = {{Plainlist"
"猛龍怪客第三集","Q848280","studio = {{le"
"碟仙：惡靈始源","Q20979348","studio = {{Plain list "
"毀滅大作戰","Q29470162","studio = {{Plainlist"
"明日世界 (电影)","Q7820305","studio = [[华特迪士尼影片]] "
"戇豆放大假","Q330332","studio = [[Working Title Films]] "
"劫命救護","Q105095144","studio = {{plainlist"
"戀搞好朋友","Q629596","studio = {{Plainlist"
"深渊 (电影)","Q336517","studio = [[二十世紀福斯]] "
"天劫倒數","Q73897733","studio = {{Plainlist"
"鐵鉤船長","Q646389","studio = [[安培林娛樂公司]] "
"雞排英雄","Q15904094","studio = [[青睞影視製作有限公司]] "
"谁陷害了兔子罗杰","Q379873","studio = [[试金石影业]]<br />{{link-en"
"寒蟬效應 (電影)","Q18226322","studio = {{plainlist "
"挪威的森林 (電影)","Q1066749","studio = | distributor = "
"地獄怪客：血后的崛起","Q30895665","studio = {{Plainlist"
"最後一封情書","Q867138","studio = [[Relativity Media]]<br />Temple Hill Productions "
"森林王子","Q199839","studio = [[華特迪士尼動畫工作室"
"誤人子弟","Q66796040","studio = 創作蚤製作有限公司 "
"月光光心慌慌2","Q850312","studio = [[迪諾·德·勞倫提斯"
"地獄魔咒","Q632737","studio = Ghost House Pictures "
"偷拐抢骗","Q335160","studio = [[佳·烈治"
"幽靈人間","Q1067611","studio = [[寰亞電影有限公司]] "
"三重威脅之跨國大營救","Q39069735","studio = {{Plainlist"
"野蛮人柯南 (1982年电影)","Q309003","studio = [[迪诺·德·劳伦蒂斯"
"热血合唱团","Q30524059","studio = {{flagicon"
"麥克邁：超能壞蛋","Q81205","studio = [[夢工廠"
"神棄之地 (電影)","Q61927376","studio = {{Plainlist"
"不死咒怨3","Q2287693","studio = {{Plainlist"
"川島芳子 (1990年電影)","Q14948486","studio = 嘉禾(香港)有限公司<br>嘉峰電影有限公司<br>友禾電影製作有限公司 "
"蠟筆小新：超級美味！B級美食大逃亡！！","Q639869","studio = <small>[[SHIN-EI動画]]<br />[[朝日電視]]<br />[[旭通廣告]]<br />[[雙葉社]]</small> "
"富貴列車 (電影)","Q2366184","studio = 寶禾影業有限公司<br>嘉峰電影有限公司 "
"荒失失奇兵3：歐洲逐隻捉","Q244247","studio = [[梦工场动画]]<br />{{tsl"
"大同 (紀錄片)","Q20751343","studio = 趙琦工作室 "
"空中大灌籃","Q207659","studio = [[華納兄弟動畫公司]] "
"红角落","Q286132","studio = {{Plainlist"
"拳力逃脫","Q50344898","studio = {{Plainlist"
"賭命運轉手","Q54812267","studio = {{Plainlist"
"吸血鬼特助：雷菲爾","Q110811753","studio = {{Plainlist"
"蓝精灵2","Q1253366","studio = [[Sony Pictures Animation]]<br />The Kerner Entertainment Company "
"紅色尾翼","Q1506057","studio = [[卢卡斯影业]] "
"荆轲刺秦王 (电影)","Q1361789","studio = [[北京电影制片厂]]<br>[[Canal+]]<br>[[角川书店]] "
"春風沉醉的夜晚","Q3028103","studio = [[Dream Factory HK]]<br />[[Rosem Films]] "
"侠盗联盟","Q28412295","studio = {{flagicon"
"羅雷司","Q786594","studio = [[照明娱乐]] "
"常在你左右","Q28868414","studio = {{flagicon"
"邻家女孩 (2007年电影)","Q1677088","studio = Modernciné<br />Modern Girl Productions "
"醉後大丈夫2","Q274748","studio = [[傳奇影業]]<br />Green Hat Films<br />{{link-en"
"最美的安排","Q22977777","studio = {{Plainlist"
"野風溼身的女人","Q28868415","studio = [[日活]] "
"真心話大冒險 (2018年電影)","Q30302806","studio = [[布倫屋製片公司]] "
"大鈍裁者","Q464964","studio = Four by Two Films "
"四百擊","Q162331","studio = | distributor = Cocinor "
"國王 (2019年電影)","Q54801155","studio = {{Plainlist"
"怒火地平線","Q19877874","studio = {{link-en"
"太空使命","Q54958409","studio = | genre = 電視劇原聲帶 "
"女魔头","Q459057","studio = [[DEJ Productions]] "
"陽陽","Q15911829","studio = 崗華影視傳播有限公司 "
"決勝女王","Q27888445","studio = {{Plainlist"
"最佳拍檔之大顯神通","Q3180381","studio = [[新藝城影業公司]]<ref>{{cite web "
"從地心竄出","Q835650","studio = {{plainlist"
"腦筋急轉彎2","Q113877606","studio = [[皮克斯動畫工作室]] "
"最佳拍檔之女皇密令","Q1015901","studio = [[新藝城影業公司]]<ref>{{cite web "
"捍衛生死線","Q27958509","studio = {{Plainlist"
"猛毒3","Q113371337","studio = {{Plainlist"
"四大家族之龍虎兄弟","Q50969497","studio = 百代影業公司 "
"女巫也瘋狂","Q431140","studio = [[华特迪士尼影片]] "
"新最佳拍檔","Q3275147","studio = 新藝城企業有限公司 "
"活人甡吃","Q858724","studio = {{Plainlist"
"坚不可摧","Q15146380","studio = [[Legendary Pictures]]<br/>Jolie Pas<br/>{{le"
"七宝奇谋","Q636043","studio = {{flagicon"
"走出荒野","Q17065888","studio = {{Plainlist"
"怪物遊戲","Q16994327","studio = {{Plainlist"
"西域威龍","Q849475","studio = Spyglass Entertainment "
"刀鋒戰士2","Q159638","studio = [[漫威娛樂"
"倒數時刻","Q85323361","studio = {{Plainlist"
"詐欺女王","Q66688968","studio = {{Plainlist"
"當哈利碰上莎莉","Q471169","studio = [[城堡石娱乐公司]]<br />尼尔森娱乐公司 "
"庫洛魔法使劇場版：小櫻的香港之旅","Q3658413","studio = [[MADHOUSE]] "
"驚聲尖笑5","Q867294","studio = [[次元影業]] "
"劊樂小丑","Q50650165","studio = {{le"
"龐貝末日：天火焚城","Q3396071","studio = [[康斯坦丁影业]]<br />[[保罗·W·S·安德森"
"芝加哥七人案：驚世審判","Q72397975","studio = {{Plainlist"
"新特警判官","Q276772","studio = {{plainlist"
"意志的勝利","Q156497","studio = | distributor = "
"乜代宗師","Q83612946","studio = | distributor = [[高先電影有限公司]]<br> [[Disney+]](串流平台) "
"吉勒摩·戴托羅之皮諾丘","Q73895818","studio = {{Plain list"
"絕命救援","Q18031184","studio = {{Plainlist"
"快克殺手2：極速電擊","Q1138916","studio = [[狮门影视公司]]<br />[[湖岸娱乐]] "
"復仇 (2002年電影)","Q483849","studio = Studio Box、{{lang"
"開心鬼撞鬼","Q12357584","studio = [[新藝城影業有限公司]]<br/>[[新藝城影業有限公司"
"魔髮精靈：樂團在一起","Q117323743","studio = [[夢工廠動畫]] "
"凛冬烈火：乌克兰为自由而战","Q20966464","studio = | distributor = "
"胡越的故事","Q866656","studio = 珠城制片有限公司 "
"人类清除计划3","Q20724304","studio = [[白金沙丘]]<br />[[布倫屋製片公司]] "
"鐵金剛勇破間諜網","Q106571","studio = {{link-en"
"玉子 (電影)","Q23932553","studio = {{Plainlist"
"夜行者","Q15154975","studio = Bold Films "
"倩女幽魂 (2011年電影)","Q1135550","studio = 泰吉世纪（北京）文化传播有限公司 （中国）<br>北京紫禁城影业有限责任公司（中国）<br>广东强视影业传媒有限公司<br>香港泰吉影业有限公司 （香港） 电广传媒文化发展有限公司 （中国）<br>蓝天影业制作有限公司（香港）<br>湖南电广传媒集团 （中国）<br>[[华夏电影发行有限责任公司]]<br>天津华唐文化传播有限公司（中国）<br>英耀投资有限公司（中国） "
"卡爾有約","Q117599103","studio = {{Plainlist"
"我家买了动物园","Q956681","studio = Vinyl Films "
"神鬼駭客：史諾登","Q19315473","studio = {{link-en"
"愛情限時簽","Q108586","studio = [[试金石影业]]<br>{{link-en"
"黑白森林","Q2984469","studio = 思維娛樂有限公司<br/>晶藝電影事業有限公司<br/>最佳拍檔有限公司 "
"DC超級寵物軍團","Q106953528","studio = {{Plain list"
"重擊防線","Q45672","studio = {{le"
"坠楼死亡的剖析","Q117037697","studio = {{Plainlist"
"分歧者3：赤誠者","Q19648591","studio = {{Plainlist"
"天使聖物：骸骨之城","Q59346","studio = Constantin Film Produktion（[[康斯坦丁影業]]）<br />[[索尼影視娛樂]]<br />Unique Features "
"朱比特崛起","Q12125299","studio = [[威秀電影公司]]<br />[[華卓斯基姐弟"
"我在雨中等你","Q55642249","studio = {{Plainlist"
"義勇超人","Q85314873","studio = {{plainlist"
"昂山素姬 (電影)","Q971941","studio = [[歐羅巴影業]]<br>[[左岸電影]] "
"绿区 (电影)","Q632328","studio = [[通道影業]]<br />Relativity Media<br />Antena 3<br />[[Working Title Films]] "
"殺客同萌","Q621587","studio = [[傳奇影業]]<br />{{link-en"
"宿劫","Q38526439","studio = {{Plainlist"
"月滿軒尼詩","Q4197996","studio = | distributor = [[安樂影片有限公司]]<br />[[發行工作室 (香港) 有限公司]] "
"決戰異世界：弒血之戰","Q21130624","studio = {{Plainlist"
"湯姆貓與傑利鼠 (2021年電影)","Q65921361","studio = {{Plainlist"
"曼蒂 (電影)","Q47486507","studio = {{Plainlist"
"三人世界","Q110397182","studio = [[德寶電影公司]] "
"撕裂人","Q2092936","studio = {{plainlist"
"红玫瑰白玫瑰 (电影)","Q7304966","studio = 第一機構有限公司<br>巨登育樂有限公司 "
"火箭人 (2019年電影)","Q55934795","studio = {{Plain list"
"金錢男孩","Q107094446","studio = {{lang"
"林肯 (2012年電影)","Q32433","studio = [[夢工場]]<br>[[Reliance Entertainment]]<br>[[Participant Media]]<br>[[Amblin Entertainment]]<br>[[Walter F. Parkes"
"海洋深处","Q15079316","studio = [[威秀电影]]<br />[[Imagine Entertainment]]<br />Roth Films<br />{{link-en"
"震盪效應","Q18356955","studio = [[威秀電影]]<br>{{link-en"
"黑蘭煞","Q868329","studio = [[歐羅巴影業]]<br />[[Canal+]]<br />{{link-en"
"火箭手","Q1740704","studio = [[華特迪士尼影業]]<br />[[试金石影业]]<ref name=""ScreenFinance"">""Disney rebrands ''Rocketeer'' to reach wider audience."" ''Screen Finance'', 1991-08-21.</ref><br />银幕合作伙伴4（Silver Screen Partners IV）<br />戈登公司 "
"驚聲尖笑4","Q1055299","studio = | distributor = [[次元影业]]（北美）<br />[[Walt Disney Studios Motion Pictures"
"狐狸与猎狗","Q40302","studio = [[華特迪士尼動畫工作室"
"初恋50次","Q241482","studio = [[Happy Madison Productions"
"K歌情人","Q826815","studio = {{ubl"
"月升王国","Q217112","studio = American Empirical Pictures<br />Indian Paintbrush<br />Scott Rudin Productions "
"美國製造 (電影)","Q18811617","studio = {{Plain list "
"蠟筆小新：爆發！溫泉激烈大決戰","Q864266","studio = [[SHIN-EI动画]]<br>[[ASATSU]]<br>[[朝日電視台]] "
"堅定不移","Q116414358","studio = {{ubl"
"屍人保姆","Q29446","studio = Toma 78<br />De Milo Productions "
"六魔女","Q25916720","studio = [[長勝電影公司]] "
"深夜加油站遇見蘇格拉底 (電影)","Q603545","studio = {{link-en"
"古惑仔激情篇洪興大飛哥","Q7746843","studio = [[王晶創作室有限公司]] "
"無赦","Q84366178","studio = {{Plainlist"
"金牌黑幫","Q17182571","studio = {{plainlist"
"高度戒備","Q3090759","studio = [[天下電影製作有限公司]]<br />[[電影少年有限公司]] "
"玩命快遞3","Q815550","studio = [[歐羅巴影業]]<br />[[法國電視一台]]电影制作<br />Grive Productions<br />Apipoulaï Prod.<br />Current Entertainment<br />[[Canal+]]<br />CinéCinéma "
"東方禿鷹","Q1003128","studio = 寶禾影業有限公司<br>嘉峰電影有限公司 "
"李米的猜想","Q5235176","studio = [[华谊兄弟]]影业投资有限公司<br/>[[骄阳电影]] "
"德州電鋸殺人狂前傳：皮面人","Q20026854","studio = {{Plainlist"
"天菜大廚","Q17634968","studio = {{Plainlist"
"蠟筆小新：黑暗珠珠大追擊","Q1186469","studio = [[SHIN-EI动画]]<br>[[ASATSU]]<br>[[朝日電視台]] "
"蠟筆小新：大對決！機器人爸爸的反擊","Q15059911","studio = [[SHIN-EI動画]]<br />[[朝日电视台]]<br />[[旭通广告]]<br />[[双葉社]] "
"绿灯侠 (电影)","Q903885","studio = [[DC娛樂]] "
"亞瑟：王者之劍","Q19569225","studio = {{Plainlist"
"決戰紫禁之巔","Q706151","studio = [[永盛娛樂製作有限公司]]<br />[[最佳拍檔有限公司]](摄制) "
"夜魔俠 (電影)","Q751805","studio = {{Plainlist"
"波西傑克森：妖魔之海","Q2984104","studio = [[Fox 2000 Pictures]] <br/> [[1492影业]] <br/> Sunswept Entertainment <br/> Dune Entertainment "
"哥吉拉 (1954年)","Q860461","studio = | genre = [[配樂]], [[電影配樂]] "
"絕地戰警","Q460379","studio = {{Plainlist"
"幫幫我愛神","Q5710100","studio = 汯呄霖電影有限公司 "
"非法正義","Q468033","studio = The Zanuck Company "
"馬克白 (2021年電影)","Q84693711","studio = {{Plainlist"
"妲己 (1964年电影)","Q10943086","studio = {{HKG-1959}} [[邵氏兄弟]] "
"撕裂的末日","Q507461","studio = [[次元影業]]<br />Blue Tulip Productions "
"十三条命 (电影)","Q105962844","studio = {{Plainlist"
"至爱梵高·星空之谜","Q23013713","studio = {{Plainlist"
"黑色黨徒","Q43370948","studio = {{ubl"
"风风风","Q28869818","studio = Hive Mediacorp "
"米泽丽","Q725552","studio = [[城堡石娱乐公司]]<br />尼尔森娱乐公司 "
"白虎 (2021年电影)","Q101098258","studio = {{Plainlist"
"房間 (2003年電影)","Q533383","studio = 維索影業（{{lang"
"惊天战神","Q1050528","studio = [[相对论传媒]]（Relativity Media）<br />[[Rogue Pictures]] "
