"title","wikibase_item","Distributor"
"P風暴","Q62843927","distributor = 東方影業<br>[[Disney+]](串流平台) "
"旺角的天空2之男燒衣",NA,"distributor = [[東方電影發行有限公司]] "
"星光繼承者","Q17278086","distributor = [[迪士尼ABC家庭電視發行公司]]（Disney–ABC Domestic Television） "
"寵物當家 (電影)","Q18844656","distributor = [[环球影业]]<br>[[中影股份]] "
"娑婆诃 (电影)","Q61100936","distributor = [[CJ E&M"
"殺破狼·貪狼","Q28019972","distributor = {{flagicon"
"李碧華鬼魅系列","Q15899725","distributor = {{flagicon"
"臥底 (電影)","Q81224","distributor = [[環球影業]] "
"名侦探柯南：沉默的15分钟","Q512262","distributor = {{flagicon"
"未来水世界","Q272595","distributor = [[环球电影]] "
"燃情岁月","Q913324","distributor = [[三星影業]] "
"耶穌受難記","Q51668","distributor = Icon Entertainment（英國、澳大利亞）<br />Newmarket Films（美國）<br />Equinox Films（加拿大）<br />[[二十世紀福斯]]（台灣、阿根廷、新加坡、巴西） "
"猎杀本·拉登","Q152531","distributor = [[哥倫比亞影業]]<br />{{small"
"真愛搞失蹤","Q111170185","distributor = [[Apple TV+]] "
"危机边缘","Q3815","distributor = [[華納兄弟電視公司"
"王牌天神","Q207816","distributor = [[環球電影]]（美國）<br>[[博偉"
"睡美人 (1959年電影)","Q215617","distributor = [[華特迪士尼工作室電影"
"玻璃之城","Q5123700","distributor = 嘉禾娛樂事業有限公司 (香港) "
"來自星星的傻瓜PK","Q7117022","distributor = UTV Motion Pictures<BR>[[娛藝院線]] "
"女超人 (電視劇)","Q18844732","distributor = 華納兄弟電視發行公司 "
"驅魔使者","Q56461564","distributor = {{lk"
"微笑 (電影)","Q112623225","distributor = [[派拉蒙影業]] "
"混世闲喵","Q117474592","distributor = Iron Circus Animation "
"X戰警 (電影)","Q106182","distributor = [[二十世紀福斯]] "
"青蛇 (電影)","Q1133710","distributor = [[嘉樂影片發行有限公司 (香港)]] "
"紀念日 (電影)","Q21487988","distributor = 嘉樂影片發行有限公司（香港）<br/>[[愛奇藝"
"冒牌家庭","Q3566895","distributor = [[華納兄弟]] "
"美國心玫瑰情","Q25139","distributor = [[梦工厂]] "
"星際大戰五部曲：帝國大反擊","Q181795","distributor = [[二十世紀福斯]] "
"星際大戰二部曲：複製人全面進攻","Q181069","distributor = [[二十世纪福斯]] "
"92黑玫瑰對黑玫瑰","Q2132427","distributor = [[迎滔電影製作有限公司]] "
"毒魔復仇 (2023年電影)","Q107404778","distributor = | released = {{Film date"
"28日後","Q221075","distributor = [[福斯探照燈影業]] "
"危城","Q20649726","distributor = [[寰宇影片發行]]<br />[[博纳影业]] "
"误杀2","Q110051622","distributor = | editing = "
"刀劍神域劇場版：序列爭戰","Q24238538","distributor = {{Flagicon"
"竊聽風暴","Q153882","distributor = [[索尼經典電影]]（美國）<br />[[博偉"
"狙擊生死線","Q309014","distributor = [[派拉蒙影業]] "
"安樂戰場","Q5437313","distributor = {{BHKG}}[[嘉禾]] "
"完美音调2","Q16619265","distributor = [[环球影业]] "
"全個世界都有電話","Q121446820","distributor = 高先電影 "
"福音戰士新劇場版：破","Q614200","distributor = {{flagicon"
"马达加斯加 (2005年电影)","Q174555","distributor = [[梦工厂]]（北美）<br/>[[聯合國際影業]]（全球） "
"異獸戰2","Q650076","distributor = [[二十世纪福斯]] "
"半斤八兩 (電影)","Q3054597","distributor = 嘉禾(香港)有限公司 "
"陰兒房第3章：從靈開始","Q17452082","distributor = {{flagicon"
"大侦探福尔摩斯2：诡影游戏","Q243643","distributor = [[華納兄弟娛樂公司]] "
"愛在午夜希臘時","Q2909183","distributor = [[Sony Pictures Classics]] "
"歡迎光臨死亡小鎮","Q543403","distributor = [[环球影业]] "
"古戰場傳奇","Q15072906","distributor = | channel = [[Starz (电视频道)"
"以神之名：信仰的背叛","Q116972275","distributor = [[Netflix]] "
"黑水 (电影)","Q60617937","distributor = [[焦点影业]] "
"復仇者之死","Q7317889","distributor = {{flagicon"
"風雨操場 (電影)",NA,"distributor = 中影公司 "
"功夫之王","Q176568","distributor = [[獅門娛樂]]<br>[[华谊兄弟]] <br> [[溫斯坦影業]] "
"猛龍過江","Q462409","distributor = | released = {{flagicon"
"慾望城市：華麗下半場","Q107272501","distributor = [[HBO Max"
"樂高旋風忍者 (動畫)","Q851818","distributor = [[樂高集團]] "
"墨攻 (電影)","Q15902629","distributor = {{Flagicon"
"良辰吉時","Q114838926","distributor = | channel = {{Plainlist}} * [[CATCHPLAY+]] * [[HBO]] "
"音乐大师","Q111907282","distributor = [[Netflix]] "
"千年女優","Q939736","distributor = {{普通列表"
"登峰造擊","Q184255","distributor = 美國：[[華納兄弟]]<br />其他地区：[[湖岸娛樂]] "
"他其實沒那麼喜歡妳","Q155559","distributor = [[新線影業]] "
"追擊赤色十月 (電影)","Q507994","distributor = [[派拉蒙電影公司]] "
"龍咁威II之皇母娘娘呢？","Q63924999","distributor = | released = {{HK}}：{{film date"
"時光機器 (2002年電影)","Q499633","distributor = {{ubl"
"超時空攔截","Q17014394","distributor = Pinnacle Films "
"海軍忠犬馬克斯","Q18152555","distributor = [[華納兄弟]] "
"影 (2018年電影)","Q48927761","distributor = 乐視影業（中國大陸）<br>[[傳影互動]]（台灣）<br>[[寰宇娱乐]]（港澳及海外地區） "
"愛上觸不到的你","Q55080312","distributor = {{Plainlist"
"魔蝎大帝","Q461682","distributor = [[環球影業]] "
"愛的萬物論","Q15079318","distributor = [[环球影业]]{{small"
"真夏方程式","Q117035719","distributor = {{flagicon"
"一念無明 (電影)","Q28416124","distributor = {{flagicon"
"靈幻先生","Q5227015","distributor = [[嘉禾電影]]<br>[[寰亞電影發行有限公司]] "
"七龍珠 (電影)","Q653303","distributor = [[20世紀福斯]] "
"建築學概論","Q492288","distributor = Lotte Entertainment（[[韓國]]） "
"被操縱的都市","Q28133253","distributor = [[CJ E&M]] "
"最终幻想VII 降临之子","Q387674","distributor = [[史克威尔艾尼克斯]]<br/>[[索尼影業]]（國際） "
"安娜與國王","Q563743","distributor = [[20世纪福克斯]] "
"風雲II (電影)","Q3271510","distributor = [[寰宇影片發行]] "
"功夫熊猫3","Q15055043","distributor = [[二十世纪福斯]]<br>[[中影股份]] "
"美樂。加油","Q3837763","distributor = | channel = [[中視 (頻道)"
"沒卵頭家","Q17370554","distributor = | released = <!--{{TWN}}：{{film date"
"行運超人 (電影)","Q15912094","distributor = [[嘉禾娛樂"
"狙击手 (电影)","Q106917840","distributor = [[光线传媒]] "
"最後那五年","Q15070775","distributor = {{TWN}}：[[甲上娛樂]] "
"聽見下雨的聲音","Q15900718","distributor = [[二十世紀福斯]] "
"機密真相","Q564298","distributor = {{flagicon"
"龍虎風雲","Q867713","distributor = [[金公主娱乐有限公司]]<br>Rim<br>Buena Vista Home Video "
"彗星来的那一夜","Q17150929","distributor = {{Plainlist"
"蝙蝠侠与罗宾 (电影)","Q276523","distributor = [[华纳兄弟娱乐公司]] "
"野蠻遊戲：瘋狂叢林","Q20762680","distributor = [[索尼影視娛樂]] "
"穿靴子的猫 (电影)","Q324262","distributor = [[派拉蒙影业]] "
"打蛇 (電影)","Q11075962","distributor = [[邵氏公司]] "
"雙子殺手","Q50276507","distributor = [[派拉蒙影業]] "
"鼠來寶","Q387348","distributor = [[二十世紀福斯]] "
"食人魔达莫","Q106188426","distributor = [[Netflix"
"驚奇少女 (電視劇)","Q84712813","distributor = {{le"
"遺落戰境","Q638544","distributor = [[環球影業]] "
"Gucci：豪門謀殺案","Q105549749","distributor = {{Plainlist"
"記得我","Q632680","distributor = [[頂峰娛樂]] "
"國定殺戮日","Q7758789","distributor = [[環球影業]] "
"杀死汝爱","Q565623","distributor = [[索尼经典影片]] "
"雙后傳","Q37909408","distributor = {{Plainlist"
"名侦探柯南：第11位前锋","Q717510","distributor = {{flagicon"
"X戰警：最後戰役","Q221168","distributor = [[二十世紀福斯]] "
"孖展風雲","Q624614","distributor = {{link-en"
"悲情三角","Q97304180","distributor = {{Plainlist"
"女優，摔吧！","Q117021885","distributor = [[牽猴子股份有限公司]] "
"就是要你愛上我","Q15897008","distributor = | channel = [[三立都會台]] "
"熱血沸騰的青春","Q15618731","distributor = Lotte Entertainment "
"蠟筆小新：搞怪遊樂園大冒險","Q1134775","distributor = {{flagicon"
"非分熟女","Q60994200","distributor = {{flagicon"
"賭城風雲II","Q18603030","distributor = [[橙天嘉禾"
"悟空传","Q30948928","distributor = {{flagicon"
"投奔怒海","Q836737","distributor = |released = {{HKG-1959}}：{{start date"
"殺戮戰警","Q917312","distributor = [[派拉蒙影業]] "
"第三种爱情","Q21015863","distributor = | released = {{Film date"
"鬼影特攻：以暴制暴","Q56084843","distributor = [[Netflix]] "
"阮玲玉 (電影)","Q2944359","distributor = 嘉禾電影(香港)有限公司 "
"美少年之戀","Q866318","distributor = 創造社 (香港) "
"海灘救護隊 (電影)","Q23016495","distributor = [[派拉蒙影業]] "
"移動迷宮：死亡解藥","Q23068002","distributor = [[二十世紀福斯]] "
"新七龍珠","Q712618","distributor = 名威影業有限公司 "
"穹顶之下 (电视剧)","Q2947967","distributor = | channel = [[哥伦比亚广播公司]] "
"愚行錄","Q28415708","distributor = 日本[[華納兄弟]] "
"千王之王2000","Q7254100","distributor = | released = {{HK}}：{{film date"
"极品飞车 (电影)","Q13374569","distributor = [[華特迪士尼電影工作室]] "
"芝加哥警署","Q13218686","distributor = | channel = [[全国广播公司]] "
"乌云背后的幸福线","Q116845","distributor = [[溫斯坦影業]] "
"神隱任務：永不回頭","Q21168538","distributor = [[派拉蒙影業]] "
"芬奇的旅程","Q55605492","distributor = [[蘋果公司]] "
"邪惡根本不存在","Q120897557","distributor = <!-- or: "
"新鐵金剛之明日帝國","Q207916","distributor = [[聯美]]<br />[[聯合國際影業]]（英国） "
"黑色五葉草：魔法帝之劍","Q116691876","distributor = {{ubl"
"神鬼認證4","Q494048","distributor = [[環球影業]] "
"王者理查","Q84203429","distributor = [[華納兄弟]] "
"芙蓉鎮 (電影)","Q5231252","distributor = [[上海电影制片厂]] "
"霍比特人2：史矛革之战","Q719915","distributor = [[華納兄弟]] "
"了不起的狐狸爸爸","Q465275","distributor = [[二十世紀福斯]]<ref name=afi/> "
"哈里根先生的手机","Q111594409","distributor = [[Netflix]] "
"大都會 (1927年電影)","Q151599","distributor = [[乌发电影公司]]（德國）<br />[[派拉蒙影業]]（美國） "
"龍爭虎鬥","Q331617","distributor = [[橙天嘉禾"
"潛眠叛變","Q108872432","distributor = {{Plainlist"
"滅絕 (電影)","Q25136228","distributor = {{Plainlist"
"黑魔女2","Q54437950","distributor = [[華特迪士尼工作室電影]] "
"臥虎藏龍：青冥寶劍","Q18206289","distributor = [[Netflix]]<br/>[[溫斯坦影業"
"大雄的月球探測記","Q57329294","distributor = {{flagicon"
"初戀慢半拍","Q112871969","distributor = [[甲上娛樂]] "
"末日崩塌","Q15973073","distributor = [[華納兄弟]] "
"费城故事 (1993年电影)","Q204057","distributor = [[三星影業]] （TriStar Pictures） "
"辣妈辣妹","Q118713","distributor = [[博偉]]<br>[[華特迪士尼影片]] "
"吸血殭屍：驚情四百年","Q107325","distributor = [[哥倫比亞電影公司]] "
"愛，上了癮","Q40115","distributor = [[米拉麥克斯影業]] "
"Laughing Gor之潛罪犯","Q4183951","distributor = [[洲立影片發行（香港）"
"女巫們","Q63630439","distributor = [[HBO Max]] "
"RWBY","Q13479326","distributor = {{Plainlist"
"犬之島","Q28065409","distributor = [[福斯探照燈影業]] "
"超危險保鑣","Q110732481","distributor = {{Plainlist"
"玩命關頭4","Q380996","distributor = [[環球影業]] "
"爆笑超市","Q19863018","distributor = {{link-en"
"三更 (電影)","Q562712","distributor = （香港）[[嘉禾電影"
"良善之地","Q22908690","distributor = {{link-en"
"X戰警2","Q219776","distributor = [[二十世紀福斯]] "
"龍在江湖 (1998年電影)","Q1087324","distributor = {{flagicon"
"奇妙仙子","Q550571","distributor = [[Walt Disney Studios Home Entertainment"
"決戰38度線","Q105962551","distributor = {{Plainlist"
"聯邦調查局 (電視劇)","Q42301907","distributor = {{Plainlist"
"記憶裂痕","Q247516","distributor = {{USA}} [[夢工廠]] "
"意外 (2009年電影)","Q2822693","distributor = [[寰亞電影發行有限公司]] "
"誰調換了我的父親","Q13218260","distributor = | released = {{flagicon"
"大上海","Q2782486","distributor = [[發行工作室"
"血族 (电视剧)","Q15070575","distributor = {{link-en"
"和平使者 (電視劇)","Q101089777","distributor = 華納兄弟電視公司 "
"野獸刑警","Q856414","distributor = 寰亞電影發行有限公司 "
"犬山記","Q85323337","distributor = [[Netflix]] "
"葉問：終極一戰","Q10862358","distributor = {{flagicon"
"生命中的美好缺憾 (電影)","Q14704171","distributor = [[二十世紀霍士]] "
"認賊作爸媽","Q111972952","distributor = [[Netflix]] "
"彩虹小馬 (2010年電視劇)","Q5415","distributor = 孩之寶 "
"千錘百鍊","Q20856898","distributor = | channel = [[歷史頻道]] "
"艾瑪.","Q65091224","distributor = {{Plainlist"
"魔鬼戰將 (電影)","Q385798","distributor = [[華納兄弟]] "
"地心历险记2：神秘岛","Q211545","distributor = [[華納兄弟"
"雞同鴨講","Q4388331","distributor = 新寶院線 "
"忍者龜：變種新任務","Q9653404","distributor = [[派拉蒙电影公司]] "
"BJ單身日記 (電影)","Q752313","distributor = [[米拉麦克斯影业]]（美国）<br />[[环球影业]] (其他地区) "
"阿姆斯特丹 (電影)","Q104830968","distributor = [[20世紀影業]] "
"陰屍路：化外世界","Q77422787","distributor = [[AMC電視網]] "
"全面攻佔2：倫敦救援","Q18350210","distributor = Gramercy Pictures（美國）<ref name=""deadline.com"">{{cite news"
"猛毒2：血蜘蛛","Q60498064","distributor = [[索尼影視娛樂]] "
"空军一号 (电影)","Q407184","distributor = [[哥倫比亞電影公司]]<br />[[華特迪士尼工作室電影"
"纽约黑帮","Q154581","distributor = [[米拉麥克斯影業]]（美國）<br />{{link-en"
"開心鬼上錯身","Q12357607","distributor = [[金公主娛樂有限公司(香港)]] "
"迷離夜蘇活","Q63969255","distributor = {{Plain list"
"玫瑰的故事",NA,"distributor = 花生映社有限公司 "
"最好的時光 (電影)","Q708945","distributor = First Distributors "
"湯姆·克蘭西之傑克·萊恩","Q27062250","distributor = [[亞馬遜Prime影音]] "
"致命弯道","Q388944","distributor = [[二十世紀工作室]] "
"黑洞頻率","Q1003845","distributor = [[新線影業]] "
"猛龍怪客","Q841961","distributor = {{Plainlist"
"蜀山传","Q742541","distributor = | released = {{flagicon"
"国家破产之日","Q44995357","distributor = {{tsl"
"芝加哥 (電影)","Q189889","distributor = [[米拉麥克斯影業]] "
"怒火邊界2：毒刑者","Q27921157","distributor = {{Plainlist "
"喋血街頭","Q1004410","distributor = 金公主娛樂有限公司<br />Fortune Star<small>（國際版權）</small> "
"男人四十","Q2132200","distributor = 星皓影片發行（香港）有限公司（香港） "
"埃及王子","Q245227","distributor = 梦工厂<ref name=""VarietyReview"">{{cite news"
"超世紀封神榜","Q192979","distributor = [[華納兄弟]] "
"東京女子圖鑑","Q60788202","distributor = | channel = [[Amazon Prime Video]] "
"白色酢漿草","Q15925158","distributor = 鴻泰有限公司 "
"这个破世界的末日","Q30636463","distributor = | channel = {{Plainlist"
"全境擴散","Q730888","distributor = [[華纳兄弟]] "
"永生守卫","Q65065595","distributor = [[Netflix]] "
"神劍闖江湖 京都大火篇","Q15284383","distributor = {{flagicon"
"美國眾神 (電視劇)","Q4743904","distributor = 弗里曼特爾媒體 "
"机械姬","Q16635326","distributor = [[A24 (公司)"
"命運好好玩 (電影)","Q496654","distributor = [[哥倫比亞影業]] "
"小飞象","Q40895","distributor = [[雷电华电影]] "
"神鬼認證：最後通牒","Q107226","distributor = （世界）[[環球影業]]<br />（台湾）[[UIP]] "
"十分愛","Q5950886","distributor = [[金牌娛樂]] "
"紫羅蘭永恆花園電影版","Q106434135","distributor = {{flagicon"
"愛情雨","Q484498","distributor = | channel = [[KBS第2頻道"
"索命影帶","Q1359366","distributor = {{le"
"庫爾斯克號：深海救援","Q28974564","distributor = [[STX Entertainment"
"疯狂的石头","Q855284","distributor = 中影华纳横店影视有限公司 "
"三块广告牌","Q24053277","distributor = 福斯探照灯影业 "
"破碎之家","Q2529538","distributor = | released = 2012年10月10日 "
"卡露的情人","Q15963780","distributor = StudioCanal（英國）<br>[[溫斯坦影業]]（美國）<br>[[安樂影片]]（香港和澳門）<br>甲上娛樂（台灣） "
"馬達加斯加爆走企鵝 (電影)","Q15616479","distributor = [[二十世纪福斯]]{{small"
"為了與你相遇 (電影)","Q21527614","distributor = [[環球影業]]<ref name=insight/> "
"世贸中心 (电影)","Q828547","distributor = [[派拉蒙電影公司]] "
"科洛弗檔案","Q123742","distributor = [[派拉蒙影業]] "
"穿條紋衣的男孩","Q157556","distributor = [[華特迪士尼工作室電影]] "
"真实的谎言","Q110397","distributor = [[20世纪福斯]] "
"急先鋒 (電影)","Q83539511","distributor = {{flagicon"
"新桃太郎","Q11082977","distributor = [[學冠有限公司]] "
"鍾無艷 (電影)","Q4503944","distributor = | released = {{flagicon"
"火拼時速3","Q498109","distributor = {{flagicon"
"比利·林恩的中場戰事","Q19839914","distributor = [[索尼影視娛樂"
"無敵破壞王2：網路大暴走","Q25167044","distributor = [[華特迪士尼工作室電影]] "
"強姦3OL誘惑",NA,"distributor = | released = {{HKG}}：1998年7月4日 "
"三峡好人","Q1371155","distributor = [[西河星汇]] "
"色·誘","Q1075182","distributor = Sony Pictures Classics "
"貓王艾維斯","Q84362533","distributor = [[華納兄弟]] "
"金甲部隊","Q243439","distributor = [[華納兄弟]] "
"殺人犯 (電影)","Q5957492","distributor = | released = {{film date"
"星银岛","Q392530","distributor = [[博偉"
"警察故事續集","Q378013","distributor = [[橙天嘉禾"
"創：光速戰記","Q18954","distributor = [[华特迪士尼工作室电影]] "
"聖母峰 (電影)","Q15631013","distributor = [[環球影業]] "
"间谍少女组","Q218524","distributor = [[Disney XD]] Europe<br/>[[Canal France International]] "
"精武風雲·陳真","Q2087602","distributor = [[寰亞電影有限公司]] "
"龍的傳人 (電影)","Q6517798","distributor = 金公主娛樂有限公司 "
"猎鹿人","Q201674","distributor = [[哥倫比亞影業"
"錢 (電影)","Q39071107","distributor = {{le"
"從海底出擊","Q62730","distributor = 哥伦比亚公司 "
"燕尾服 (電影)","Q634493","distributor = [[梦工厂]]<br> [[先锋动画]] "
"殺戮指令","Q25397245","distributor = Vertigo Films<br>Front Row Filmed Entertainment<br>Parco Co. Ltd. "
"新古惑仔之少年激鬥篇","Q8058511","distributor = [[嘉禾娛樂"
"浪客劍心：傳說落幕篇","Q15284388","distributor = {{flagicon"
"藍波：最後一滴血","Q54854465","distributor = 獅門娛樂 "
"辛亥革命 (电影)","Q206182","distributor = {{flagicon"
"我是格魯特","Q108170999","distributor = {{le"
"猿人爭霸戰：猩凶崛起","Q11220194","distributor = 二十世紀福斯 "
"表姐，妳好嘢！","Q5732218","distributor = [[嘉禾電影"
"好想做一次","Q90138922","distributor = [[Netflix]] "
"孤男寡女 (電影)","Q3337715","distributor = [[中國星集團]] "
"賭城風雲 (1995年電影)","Q220910","distributor = [[環球影業]] "
"變種天賦","Q29018745","distributor = [[第二十電視公司]] "
"血色海灣","Q1211833","distributor = [[獅門娛樂]] "
"明天別再來敲門","Q21935502","distributor = [[北方電影]] "
"華爾基利暗殺行動","Q159054","distributor = [[米高梅]]<br /><small>（美國）</small><br />[[二十世紀福斯]]<br /><small>（國際）</small> "
"鳥人 (2014年電影)","Q13255497","distributor = [[福斯探照燈影業]] "
"精裝追女仔","Q14500327","distributor = [[嘉禾娛樂"
"狼溪","Q1633106","distributor = {{tsl"
"愛情萬歲 (臺灣電影)","Q711684","distributor = [[雄發電影公司]]、[[三一股份公司]]<br>[[Strand Releasing]] <small>([[美國]])</small> "
"孤独的生还者","Q3258993","distributor = [[环球影业]] <small>（美國）</small><br />[[Mark Damon"
"史瑞克2","Q485983","distributor = [[夢工廠]]（北美）<br />[[聯合國際影業]]（全球） "
"太极2英雄崛起","Q7675744","distributor = {{flagicon"
"紳士追殺令","Q60614686","distributor = {{Plainlist"
"阿黛尔的生活","Q11648811","distributor = [[Wild Bunch]]（法國）<br />傳影互動（iFilm）（臺灣） "
"侏羅紀公園3","Q1102220","distributor = [[环球影业]] "
"晚安媽咪","Q18642934","distributor = [[溫斯坦影業"
"蝙蝠侠归来","Q189054","distributor = [[华纳兄弟]] "
"万箭穿心","Q15905137","distributor = [[北京今典影业]] "
"歡場 (1985年電影)",NA,"distributor = 新香港 (香港) <br />潤程娛樂有限公司 (香港) "
"霹靂男兒","Q603696","distributor = [[派拉蒙影業]] "
"大敵當前","Q271006","distributor = [[派拉蒙影業]] "
"蘇乞兒 (2010年電影)","Q910896","distributor = 山水國際娛樂 "
"德古拉：永咒傳奇","Q14512114","distributor = [[環球影業]] "
"大雄的新恐龍","Q65022408","distributor = {{plainlist"
"嗜血破晓","Q1128499","distributor = [[狮门娱乐]] "
"智取威虎山 (电影)","Q7831591","distributor = 博纳影业<br />华夏电影发行有限责任公司<br />五洲电影发行有限公司<br />北京三快在线科技有限公司 "
"暗戰2","Q4167744","distributor = 中國星集團有限公司 (香港) "
"蠟筆小新：風起雲湧 壯烈！戰國大會戰","Q1134782","distributor = {{flagicon"
"大君主行動 (電影)","Q47899984","distributor = 派拉蒙影業<ref name=""insight"" /> "
"怪怪屋","Q725842","distributor = [[哥倫比亞影業]] "
"Big (电视剧)","Q488633","distributor = | channel = [[KBS第2頻道"
"重案組 (電影)","Q1585023","distributor = [[橙天嘉禾"
"古惑仔：江湖新秩序","Q10913323","distributor = {{flagicon"
"赤裸特工","Q2975195","distributor = {{HK}} 寰亞電影發行有限公司 (澳洲) "
"我的最愛 (電影)","Q6460601","distributor = 金牌娛樂 "
"英倫情人","Q63026","distributor = [[米拉麥克斯影業]] "
"看海的日子 (電影)","Q15908544","distributor = [[蒙太奇有限公司]] "
"哈利·波特20周年：重返霍格沃兹","Q110207138","distributor = [[HBO Max]] "
"小姐与流浪汉","Q172284","distributor = [[華特迪士尼工作室電影"
"謊言的烙印","Q32303","distributor = [[Nordisk Film]] "
"擋不住的瘋情","Q24698170","distributor = [[海岸影視有限公司]]（香港） "
"電流大戰 (電影)","Q27765260","distributor = {{Plainlist"
"慕尼黑 (電影)","Q152456","distributor = {{Flagicon"
"獵人：緋色幻影","Q11398237","distributor = [[東寶]] "
"米奇妙妙屋","Q494748","distributor = 美国-迪士尼abc电视集团 "
"天邊一朵雲","Q702002","distributor = [[二十世紀福斯]] "
"千禧曼波","Q509567","distributor = | released = {{film date"
"小畢的故事 (電影)","Q5611641","distributor = 中央電影公司 "
"世界上最糟糕的人","Q107089587","distributor = {{Plainlist"
"痴心的我 (電影)","Q15925913","distributor = [[德宝电影公司]] "
"失孤","Q15954941","distributor = {{flagicon"
"全面進化","Q10384115","distributor = [[華納兄弟"
"笑林小子","Q4860018","distributor = | released = {{BHKG}}：{{film date"
"逆光飛翔","Q429077","distributor = {{flagicon"
"型男飛行日誌 (電影)","Q211429","distributor = [[派拉蒙電影]] "
"金雞 (電影)","Q4912059","distributor = {{HK}} [[嘉禾电影有限公司]] <br> {{HK}} [[甲上娱乐有限公司]] "
"九降風 (電影)","Q5943427","distributor = [[原子映象有限公司]] "
"猫儿历险记","Q184701","distributor = [[華特迪士尼工作室電影"
"不能没有你","Q5032859","distributor = 原子映像有限公司 "
"辣手神探","Q573823","distributor = [[金公主"
"爵迹 (电影)","Q21095440","distributor = {{flagicon"
"真愛繞圈圈","Q15522237","distributor = [[獅門電影]]<br/>[[高先電影]]{{small"
"鄰家女優","Q740020","distributor = [[二十世紀霍士]] "
"新铁血战士","Q380667","distributor = [[二十世纪福斯]] "
"「法」妻","Q19570","distributor = | channel = [[哥伦比亚广播公司"
"7月22日 (电影)","Q48818107","distributor = Netflix "
"孟買酒店","Q27703167","distributor = [[Bleecker Street]]（美國）<br> [[環球影視]]（全球、影碟） "
"黑洞表面","Q849162","distributor = 派拉蒙影業 "
"速食遊戲","Q20031748","distributor = [[溫斯坦影業]]<br/>{{USA}}：[[溫斯坦影業]]<br>{{TWN}}：[[甲上娛樂]] "
"與森林共舞","Q16857406","distributor = [[华特迪士尼影片"
"惡魔教室","Q157973","distributor = | released = 2008年11月28日（2008年[[圣丹斯电影节]]) "
"紳士密令","Q14488725","distributor = [[華納兄弟]] "
"超時空接觸","Q270215","distributor = [[华纳兄弟公司]] "
"泡沫之夏 (台灣電視劇)","Q5238083","distributor = | channel = [[民視無線台]] "
"单身男女2","Q18111972","distributor = {{flagicon"
"小时代：青木时代","Q14543185","distributor = [[乐视影业]]、大盛国际 "
"毕业生 (电影)","Q217627","distributor = [[Embassy Pictures]]（美國）<br>[[聯藝電影]]（國際） "
"馬達加斯加2","Q188474","distributor = [[派拉蒙電影公司]] "
"美猴王 (電影)","Q118869690","distributor = [[Netflix]] "
"八美图","Q274895","distributor = Mars Distribution {{small"
"決勝21點","Q213999","distributor = [[哥倫比亞影業]] "
"七人樂隊","Q97179196","distributor = 寰亞電影 "
"音速小子 (電影)","Q29906232","distributor = [[派拉蒙影業]]{{small"
"日子","Q84324952","distributor = Grasshopper Film（美國） "
"即刻救援3","Q16781911","distributor = [[二十世纪福斯]]<br />[[基美影业]]（中国大陆） "
"倩女幽魂III：道道道","Q300359","distributor = 金公主娛樂有限公司 "
"两世欢","Q85874098","distributor = | channel = <!--頻道-->[[File:IQiyi logo.svg"
"狡兔計畫","Q934739","distributor = [[環球影業]] "
"非常小特務","Q550581","distributor = [[Miramax Films]] "
"驅魔道長","Q17002630","distributor = | released = {{BHKG}}：{{film date"
"355：諜影特攻","Q65090801","distributor = {{Plainlist"
"蠟筆小新：風起雲湧 光榮燒肉之路","Q1044745","distributor = {{flagicon"
"女人四十","Q115844","distributor = [[嘉禾娛樂"
"日瓦戈医生 (电影)","Q323827","distributor = [[米高梅公司]] "
"普通人 (电视剧)","Q81672757","distributor = {{Plainlist"
"駭客軍團","Q18844729","distributor = {{link-en"
"再現之慾","Q112943746","distributor = [[Netflix]] "
"蒙娜麗莎的微笑","Q642546","distributor = [[哥倫比亞影業"
"飛龍猛將","Q343667","distributor = | released = {{HKG-1959}}：{{film date"
"蠟筆小新：動感超人VS高衩魔王","Q577093","distributor = {{flagicon"
"七劍","Q781053","distributor = [[東方電影發行有限公司]]<br />[[慈文影视"
"新英雄本色","Q24836102","distributor = [[嘉禾(香港)有限公司]] "
"行運一條龍","Q7749153","distributor = 金馬娛樂有限公司（香港） "
"王儲的抉擇","Q107300488","distributor = [[Netflix]] "
"马男波杰克","Q17733404","distributor = [[Netflix]] "
"木偶奇遇记 (电影)","Q4341553","distributor = [[雷電華電影]] "
"蠟筆小新：風起雲湧 猛烈！大人帝國的反擊","Q1186464","distributor = {{flagicon"
"無處可逃","Q15272134","distributor = [[溫斯坦影業]]<br>原創娛樂（臺灣） "
"½的魔法","Q59690895","distributor = [[華特迪士尼工作室電影]] "
"西部老巴的故事","Q37342034","distributor = [[Netflix]] "
"尋找仙境之橋 (2007年電影)","Q279274","distributor = [[華特迪士尼工作室電影"
"X光室的奇蹟","Q60985313","distributor = {{flagicon"
"飛虎出征","Q14156180","distributor = {{flagicon"
"安德的游戏 (电影)","Q1758112","distributor = [[獅門娛樂]] "
"至尊三十六計之偷天換日","Q15911322","distributor = [[嘉樂影片發行有限公司]] "
"天龍特攻隊 (電影)","Q471746","distributor = [[二十世紀福斯]] "
"博物馆奇妙夜3","Q15916752","distributor = [[二十世紀福斯]] "
"夜魔俠 (電視劇)","Q16977365","distributor = [[Netflix]] <br>[[Disney+]]（串流平台） "
"活個精彩","Q28793040","distributor = {{Plainlist"
"勝利號","Q65267432","distributor = {{lk"
